category,scientific_name,common_names,conservation_status,park_name,observations
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention,Great Smoky Mountains National Park,97
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention,Bryce National Park,89
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention,Yosemite National Park,118
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention,Yellowstone National Park,245
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention,Yellowstone National Park,212
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention,Great Smoky Mountains National Park,76
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention,Bryce National Park,105
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention,Yosemite National Park,121
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention,Yosemite National Park,167
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention,Bryce National Park,105
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention,Great Smoky Mountains National Park,90
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention,Yellowstone National Park,207
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention,Yellowstone National Park,239
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention,Great Smoky Mountains National Park,100
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention,Yosemite National Park,129
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention,Bryce National Park,116
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention,Bryce National Park,103
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention,Yosemite National Park,174
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention,Yellowstone National Park,232
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention,Great Smoky Mountains National Park,99
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention,Yellowstone National Park,257
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention,Bryce National Park,110
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention,Yosemite National Park,171
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention,Yellowstone National Park,251
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention,Bryce National Park,69
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention,Yosemite National Park,152
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention,Great Smoky Mountains National Park,70
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention,Yosemite National Park,129
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention,Great Smoky Mountains National Park,84
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention,Yellowstone National Park,252
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention,Bryce National Park,51
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention,Yosemite National Park,165
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention,Yellowstone National Park,229
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention,Bryce National Park,84
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention,Yellowstone National Park,254
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention,Great Smoky Mountains National Park,63
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention,Bryce National Park,132
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention,Yosemite National Park,146
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention,Yosemite National Park,159
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention,Yellowstone National Park,252
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention,Bryce National Park,95
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention,Great Smoky Mountains National Park,107
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention,Yellowstone National Park,240
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention,Great Smoky Mountains National Park,87
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention,Yosemite National Park,166
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention,Bryce National Park,122
Vascular Plant,Carex granularis,Granular Sedge,No Intervention,Yosemite National Park,134
Vascular Plant,Carex granularis,Granular Sedge,No Intervention,Great Smoky Mountains National Park,89
Vascular Plant,Carex granularis,Granular Sedge,No Intervention,Bryce National Park,85
Vascular Plant,Carex granularis,Granular Sedge,No Intervention,Yellowstone National Park,282
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention,Great Smoky Mountains National Park,52
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention,Yosemite National Park,162
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention,Bryce National Park,84
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention,Yellowstone National Park,266
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention,Yellowstone National Park,251
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention,Bryce National Park,137
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention,Great Smoky Mountains National Park,91
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention,Yosemite National Park,136
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention,Yosemite National Park,157
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention,Bryce National Park,90
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention,Yellowstone National Park,218
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention,Yellowstone National Park,261
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention,Yosemite National Park,162
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention,Great Smoky Mountains National Park,114
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention,Bryce National Park,99
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention,Bryce National Park,110
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention,Yellowstone National Park,204
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention,Yosemite National Park,156
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention,Bryce National Park,138
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention,Yosemite National Park,170
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention,Yellowstone National Park,282
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention,Great Smoky Mountains National Park,80
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention,Great Smoky Mountains National Park,117
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention,Yellowstone National Park,231
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention,Bryce National Park,123
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention,Yosemite National Park,158
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention,Bryce National Park,101
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention,Yellowstone National Park,227
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention,Yosemite National Park,153
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention,Yosemite National Park,161
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention,Yellowstone National Park,263
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention,Bryce National Park,80
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention,Yosemite National Park,159
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention,Bryce National Park,102
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention,Yellowstone National Park,248
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention,Great Smoky Mountains National Park,86
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention,Bryce National Park,79
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention,Yosemite National Park,130
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention,Yellowstone National Park,252
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention,Yellowstone National Park,244
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention,Great Smoky Mountains National Park,48
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention,Bryce National Park,90
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention,Yosemite National Park,152
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Yosemite National Park,162
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Yellowstone National Park,265
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Bryce National Park,86
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,65
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Yellowstone National Park,251
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Yosemite National Park,153
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,Bryce National Park,120
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Yosemite National Park,162
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Yellowstone National Park,265
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Bryce National Park,86
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Great Smoky Mountains National Park,65
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Yellowstone National Park,251
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Yosemite National Park,153
Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",No Intervention,Bryce National Park,120
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention,Yosemite National Park,162
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention,Great Smoky Mountains National Park,114
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention,Bryce National Park,129
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention,Yellowstone National Park,228
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention,Yosemite National Park,147
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention,Bryce National Park,83
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention,Yellowstone National Park,265
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention,Great Smoky Mountains National Park,37
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,No Intervention,Yellowstone National Park,251
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,No Intervention,Yosemite National Park,167
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,No Intervention,Bryce National Park,108
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,No Intervention,Great Smoky Mountains National Park,32
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,No Intervention,Great Smoky Mountains National Park,61
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,No Intervention,Yellowstone National Park,226
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,No Intervention,Yosemite National Park,171
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,No Intervention,Bryce National Park,83
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",No Intervention,Yellowstone National Park,240
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",No Intervention,Yosemite National Park,144
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",No Intervention,Bryce National Park,68
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",No Intervention,Great Smoky Mountains National Park,67
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",No Intervention,Yosemite National Park,188
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",No Intervention,Great Smoky Mountains National Park,39
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",No Intervention,Bryce National Park,101
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",No Intervention,Yellowstone National Park,264
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,No Intervention,Great Smoky Mountains National Park,93
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,No Intervention,Yosemite National Park,148
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,No Intervention,Bryce National Park,104
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,No Intervention,Yellowstone National Park,243
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",No Intervention,Bryce National Park,109
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",No Intervention,Yellowstone National Park,265
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",No Intervention,Yosemite National Park,148
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",No Intervention,Great Smoky Mountains National Park,75
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,No Intervention,Great Smoky Mountains National Park,101
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,No Intervention,Bryce National Park,84
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,No Intervention,Yosemite National Park,156
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,No Intervention,Yellowstone National Park,258
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",No Intervention,Bryce National Park,140
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",No Intervention,Great Smoky Mountains National Park,63
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",No Intervention,Yosemite National Park,179
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",No Intervention,Yellowstone National Park,255
Vascular Plant,Carex normalis,"A Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Carex normalis,"A Sedge, Sedge",No Intervention,Yellowstone National Park,244
Vascular Plant,Carex normalis,"A Sedge, Sedge",No Intervention,Yosemite National Park,153
Vascular Plant,Carex normalis,"A Sedge, Sedge",No Intervention,Bryce National Park,101
Vascular Plant,Carex oligocarpa,Sedge,No Intervention,Bryce National Park,95
Vascular Plant,Carex oligocarpa,Sedge,No Intervention,Yosemite National Park,158
Vascular Plant,Carex oligocarpa,Sedge,No Intervention,Great Smoky Mountains National Park,72
Vascular Plant,Carex oligocarpa,Sedge,No Intervention,Yellowstone National Park,284
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,No Intervention,Bryce National Park,94
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,No Intervention,Yosemite National Park,150
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,No Intervention,Great Smoky Mountains National Park,66
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,No Intervention,Yellowstone National Park,278
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",No Intervention,Yosemite National Park,123
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",No Intervention,Bryce National Park,83
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",No Intervention,Great Smoky Mountains National Park,65
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",No Intervention,Yellowstone National Park,230
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,No Intervention,Yosemite National Park,145
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,No Intervention,Bryce National Park,94
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,No Intervention,Yellowstone National Park,230
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,No Intervention,Great Smoky Mountains National Park,83
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,No Intervention,Bryce National Park,82
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,No Intervention,Great Smoky Mountains National Park,102
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,No Intervention,Yellowstone National Park,261
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,No Intervention,Yosemite National Park,158
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",No Intervention,Yosemite National Park,122
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",No Intervention,Yellowstone National Park,240
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",No Intervention,Bryce National Park,96
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",No Intervention,Great Smoky Mountains National Park,64
Vascular Plant,Carex prasina,Drooping Sedge,No Intervention,Bryce National Park,124
Vascular Plant,Carex prasina,Drooping Sedge,No Intervention,Yosemite National Park,121
Vascular Plant,Carex prasina,Drooping Sedge,No Intervention,Great Smoky Mountains National Park,51
Vascular Plant,Carex prasina,Drooping Sedge,No Intervention,Yellowstone National Park,255
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",No Intervention,Yellowstone National Park,250
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",No Intervention,Bryce National Park,98
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",No Intervention,Yosemite National Park,112
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,62
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",No Intervention,Yosemite National Park,185
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",No Intervention,Bryce National Park,70
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",No Intervention,Great Smoky Mountains National Park,73
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",No Intervention,Yellowstone National Park,306
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",No Intervention,Yosemite National Park,151
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",No Intervention,Yellowstone National Park,268
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",No Intervention,Bryce National Park,104
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Carex retroflexa,Reflexed Sedge,No Intervention,Bryce National Park,52
Vascular Plant,Carex retroflexa,Reflexed Sedge,No Intervention,Great Smoky Mountains National Park,114
Vascular Plant,Carex retroflexa,Reflexed Sedge,No Intervention,Yellowstone National Park,235
Vascular Plant,Carex retroflexa,Reflexed Sedge,No Intervention,Yosemite National Park,140
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",No Intervention,Bryce National Park,99
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",No Intervention,Yosemite National Park,128
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",No Intervention,Yellowstone National Park,246
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",No Intervention,Yosemite National Park,160
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",No Intervention,Bryce National Park,92
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",No Intervention,Great Smoky Mountains National Park,88
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",No Intervention,Yellowstone National Park,257
Vascular Plant,Carex scabrata,Rough Sedge,No Intervention,Great Smoky Mountains National Park,39
Vascular Plant,Carex scabrata,Rough Sedge,No Intervention,Yosemite National Park,118
Vascular Plant,Carex scabrata,Rough Sedge,No Intervention,Bryce National Park,102
Vascular Plant,Carex scabrata,Rough Sedge,No Intervention,Yellowstone National Park,222
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",No Intervention,Yellowstone National Park,268
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",No Intervention,Bryce National Park,86
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,60
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",No Intervention,Yosemite National Park,164
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",No Intervention,Yellowstone National Park,278
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,96
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",No Intervention,Yosemite National Park,113
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",No Intervention,Bryce National Park,68
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",No Intervention,Yosemite National Park,124
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",No Intervention,Bryce National Park,107
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",No Intervention,Great Smoky Mountains National Park,64
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",No Intervention,Yellowstone National Park,299
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",No Intervention,Bryce National Park,101
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",No Intervention,Yellowstone National Park,233
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",No Intervention,Yosemite National Park,161
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",No Intervention,Great Smoky Mountains National Park,56
Vascular Plant,Carex striatula,Lined Sedge,No Intervention,Yellowstone National Park,234
Vascular Plant,Carex striatula,Lined Sedge,No Intervention,Yosemite National Park,156
Vascular Plant,Carex striatula,Lined Sedge,No Intervention,Great Smoky Mountains National Park,42
Vascular Plant,Carex striatula,Lined Sedge,No Intervention,Bryce National Park,109
Vascular Plant,Carex stricta,Uptight Sedge,No Intervention,Great Smoky Mountains National Park,71
Vascular Plant,Carex stricta,Uptight Sedge,No Intervention,Yellowstone National Park,281
Vascular Plant,Carex stricta,Uptight Sedge,No Intervention,Bryce National Park,110
Vascular Plant,Carex stricta,Uptight Sedge,No Intervention,Yosemite National Park,209
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",No Intervention,Yellowstone National Park,274
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,87
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",No Intervention,Bryce National Park,111
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",No Intervention,Yosemite National Park,156
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",No Intervention,Yosemite National Park,139
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",No Intervention,Yellowstone National Park,302
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",No Intervention,Great Smoky Mountains National Park,64
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",No Intervention,Bryce National Park,98
Vascular Plant,Carex texensis,Texas Sedge,No Intervention,Yellowstone National Park,221
Vascular Plant,Carex texensis,Texas Sedge,No Intervention,Yosemite National Park,171
Vascular Plant,Carex texensis,Texas Sedge,No Intervention,Bryce National Park,75
Vascular Plant,Carex texensis,Texas Sedge,No Intervention,Great Smoky Mountains National Park,60
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,No Intervention,Yellowstone National Park,233
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,No Intervention,Great Smoky Mountains National Park,78
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,No Intervention,Yosemite National Park,161
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,No Intervention,Bryce National Park,100
Vascular Plant,Carex torta,Twisted Sedge,No Intervention,Yellowstone National Park,258
Vascular Plant,Carex torta,Twisted Sedge,No Intervention,Yosemite National Park,139
Vascular Plant,Carex torta,Twisted Sedge,No Intervention,Great Smoky Mountains National Park,92
Vascular Plant,Carex torta,Twisted Sedge,No Intervention,Bryce National Park,92
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",No Intervention,Great Smoky Mountains National Park,41
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",No Intervention,Yosemite National Park,141
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",No Intervention,Bryce National Park,99
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",No Intervention,Yellowstone National Park,260
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,No Intervention,Yellowstone National Park,206
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,No Intervention,Bryce National Park,107
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,No Intervention,Yosemite National Park,113
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,No Intervention,Great Smoky Mountains National Park,105
Vascular Plant,Carex trisperma,Three-Seeded Sedge,No Intervention,Great Smoky Mountains National Park,90
Vascular Plant,Carex trisperma,Three-Seeded Sedge,No Intervention,Yosemite National Park,120
Vascular Plant,Carex trisperma,Three-Seeded Sedge,No Intervention,Yellowstone National Park,244
Vascular Plant,Carex trisperma,Three-Seeded Sedge,No Intervention,Bryce National Park,104
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",No Intervention,Great Smoky Mountains National Park,63
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",No Intervention,Yellowstone National Park,256
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",No Intervention,Bryce National Park,109
