category,scientific_name,common_names,conservation_status
Vascular Plant,Ulmus americana,American Elm,No Intervention
Vascular Plant,Ulmus pumila,Siberean Elm,No Intervention
Vascular Plant,Ulmus rubra,Slippery Elm,No Intervention
Vascular Plant,Boehmeria cylindrica,"Button-Hemp, False Nettle, False Nettle",No Intervention
Vascular Plant,Laportea canadensis,"Wood Nettle, Wood-Nettle",No Intervention
Vascular Plant,Parietaria pensylvanica,"Pellitory, Pennsylvania Pellitory",No Intervention
Vascular Plant,Pilea pumila,"Canada Clearweed, Richweed, Clearweed",No Intervention
Vascular Plant,Urtica dioica,Stinging Nettle,No Intervention
Vascular Plant,Buckleya distichophylla,Piratebush,Species of Concern
Vascular Plant,Comandra umbellata,Bastard Toadflax,No Intervention
Vascular Plant,Phoradendron leucarpum,American Mistletoe,No Intervention
Vascular Plant,Pyrularia pubera,"Buffalo-Nut, Buffalo-Nut, Oil-Nut",No Intervention
Vascular Plant,Rhus aromatica,Fragrant Sumac,No Intervention
Vascular Plant,Rhus copallina,"Dwarf Sumac, Shining Sumac",No Intervention
Vascular Plant,Rhus copallinum,Flameleaf Sumac,No Intervention
Vascular Plant,Rhus copallinum var. copallinum,Shining Or Winged Sumac,No Intervention
Vascular Plant,Rhus copallinum var. latifolia,Shining Or Winged Sumac,No Intervention
Vascular Plant,Rhus glabra,Smooth Sumac,No Intervention
Vascular Plant,Rhus hirta,Staghorn Sumac,No Intervention
Vascular Plant,Rhus typhina,Staghorn Sumac,No Intervention
Vascular Plant,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,No Intervention
Vascular Plant,Poncirus trifoliata,Trifoliate Orange,No Intervention
Vascular Plant,Ptelea trifoliata,Common Hoptree,No Intervention
Vascular Plant,Zanthoxylum americanum,"Northern Prickley Ash, Prickly-Ash",No Intervention
Vascular Plant,Acer leucoderme,Chalk Maple,No Intervention
Vascular Plant,Acer negundo,"Boxelder, Box-Elder",No Intervention
Vascular Plant,Acer nigrum,Black Maple,No Intervention
Vascular Plant,Acer pensylvanicum,"Striped Maple, Striped Maple, Moosewood",No Intervention
Vascular Plant,Acer platanoides,Norway Maple,No Intervention
Vascular Plant,Acer rubrum var. rubrum,Red Maple,No Intervention
Vascular Plant,Acer rubrum var. trilobum,Trident Maple,No Intervention
Vascular Plant,Acer saccharinum,Silver Maple,No Intervention
Vascular Plant,Acer saccharum,Sugar Maple,No Intervention
Vascular Plant,Acer spicatum,Mountain Maple,No Intervention
Vascular Plant,Aesculus flava,Yellow Buckeye,No Intervention
Vascular Plant,Aesculus glabra,Ohio Buckeye,No Intervention
Vascular Plant,Aesculus pavia,Red Buckeye,No Intervention
Vascular Plant,Aesculus sylvatica,Painted Buckeye,No Intervention
Vascular Plant,Ailanthus altissima,Tree-Of-Heaven,No Intervention
Vascular Plant,Liquidambar styraciflua,"Sweet Gum, Sweetgum",No Intervention
Vascular Plant,Hylotelephium erythrostictum,"Garden Orpine, Garden Stonecrop",No Intervention
Vascular Plant,Hylotelephium spectabile,Chang Yao Ba Bao,No Intervention
Vascular Plant,Hylotelephium telephioides,Allegheny Stonecrop,No Intervention
Vascular Plant,Hylotelephium telephium,"Vit-Toujours, Witch's Moneybags",No Intervention
Vascular Plant,Sedum acre,"Gold-Moss, Mossy Stonecrop",No Intervention
Vascular Plant,Sedum pulchellum,Widowscross,No Intervention
Vascular Plant,Sedum sarmentosum,"Stonecrop, Stringy Stonecrop",No Intervention
Vascular Plant,Sedum spectabile,Showy Stonecrop,No Intervention
Vascular Plant,Sedum telephium,"Garden Stonecrop, Orpine",No Intervention
Vascular Plant,Sedum ternatum,"Wild Stonecrop, Wood Stonecrop",No Intervention
Vascular Plant,Ribes aureum var. villosum,"Buffalo Currant, Missouri Currant",No Intervention
Vascular Plant,Ribes cynosbati,Prickly Gooseberry,No Intervention
Vascular Plant,Ribes glandulosum,Skunk Currant,No Intervention
Vascular Plant,Ribes rotundifolium,"Appalachian Gooseberry, Round-Leaved Currant",No Intervention
Vascular Plant,Ribes rubrum,Cultivated Currant,No Intervention
Vascular Plant,Myriophyllum aquaticum,Parrot-Feather,No Intervention
Vascular Plant,Myriophyllum spicatum,Spike Watermilfoil,No Intervention
Vascular Plant,Fothergilla major,"Mountain Witchalder, Mountain Witch-Alder",No Intervention
Vascular Plant,Hamamelis virginiana,"American Witch-Hazel, Witch-Hazel",No Intervention
Vascular Plant,Itea virginica,"Sweet-Spire, Tasselwhite, Virginia Willow",No Intervention
Vascular Plant,Penthorum sedoides,"Ditch Stonecrop, Ditch-Stonecrop",No Intervention
Vascular Plant,Astilbe biternata,"False Goat's Beard, False Goat's-Beard",No Intervention
Vascular Plant,Boykinia aconitifolia,Brook Saxifrage,No Intervention
Vascular Plant,Chrysosplenium americanum,"American Golden-Saxifrage, Golden Saxifrage",No Intervention
Vascular Plant,Heuchera americana,"Alumroot, American Alumroot",No Intervention
Vascular Plant,Heuchera longiflora,"Alumroot, Long-Flower Alumroot",No Intervention
Vascular Plant,Heuchera pubescens,"Alumroot, Downy Alumroot",No Intervention
Vascular Plant,Heuchera villosa,Hairy Alumroot,No Intervention
Vascular Plant,Mitella diphylla,"Bishop's Cap, Two-Leaf Bishop's-Cap",No Intervention
Vascular Plant,Saxifraga careyana,"Carey Saxifrage, Carey's Saxifrage",No Intervention
Vascular Plant,Saxifraga caroliniana,Carolina Saxifrage,Species of Concern
Vascular Plant,Saxifraga michauxii,"Michaux Saxifrage, Michaux's Saxifrage",No Intervention
Vascular Plant,Saxifraga micranthidifolia,"Brook Lettuce, Lettuce-Leaf Saxifrage",No Intervention
Vascular Plant,Saxifraga virginiensis var. virginiensis,Early Saxifrage,No Intervention
Vascular Plant,Tiarella cordifolia,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",No Intervention
Vascular Plant,Tiarella cordifolia var. collina,Wherry's Foamflower,No Intervention
Vascular Plant,Tiarella cordifolia var. cordifolia,Foamflower,No Intervention
Vascular Plant,Lygodium palmatum,"American Climbing Fern, Climbing Fern",No Intervention
Vascular Plant,Selaginella apoda,Meadow Spike-Moss,No Intervention
Vascular Plant,Selaginella rupestris,Northern Selaginella,No Intervention
Vascular Plant,Calystegia sepium,Hedge Bindweed,No Intervention
Vascular Plant,Calystegia spithamaea,Low Bindweed,No Intervention
Vascular Plant,Cuscuta compacta,"Bracted Dodder, Sessile Dodder",No Intervention
Vascular Plant,Cuscuta gronovii,"Dodder, Gronovius Dodder",No Intervention
Vascular Plant,Cuscuta pentagona var. pentagona,Field Dodder,No Intervention
Vascular Plant,Cuscuta rostrata,Beaked Dodder,No Intervention
Vascular Plant,Ipomoea coccinea,"Red Morning-Glory, Scarlet Morning-Glory",No Intervention
Vascular Plant,Ipomoea lacunosa,"Small White Morning-Glory, Small-Flower White Morning-Glory",No Intervention
Vascular Plant,Ipomoea pandurata,"Big-Root Morning-Glory, Man Of The Earth",No Intervention
Vascular Plant,Ipomoea purpurea,"Common Morning-Glory, Purple Morning-Glory",No Intervention
Vascular Plant,Ipomoea quamoclit,Cypressvine,No Intervention
Vascular Plant,Datura stramonium,Jimson Weed,No Intervention
Vascular Plant,Lycopersicon esculentum,"Garden Tomato, Tomato",No Intervention
Vascular Plant,Nicandra physalodes,"Apple Of Peru, Apple-Of-Peru",No Intervention
Vascular Plant,Physalis angulata,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",No Intervention
Vascular Plant,Physalis grisea,Strawberry-Tomato,No Intervention
Vascular Plant,Physalis heterophylla,"Clammy Ground-Cherry, Ground-Cherry",No Intervention
Vascular Plant,Physalis longifolia var. subglabrata,Smooth Ground-Cherry,No Intervention
Vascular Plant,Physalis pruinosa,Strawberry-Tomato,No Intervention
Vascular Plant,Physalis pubescens var. integrifolia,Husk Tomato,No Intervention
Vascular Plant,Physalis virginiana,Virginia Ground-Cherry,No Intervention
Vascular Plant,Solanum carolinense,"Carolina Horse-Nettle, Horse-Nettle",No Intervention
Vascular Plant,Solanum dulcamara,"Bitter Nightshade, Bittersweet Nightshade, Blue Nightshade, Climbing Nightshade, European Bittersweet, Fellenwort, Woody Nightshade",No Intervention
Vascular Plant,Solanum lycopersicum var. lycopersicum,Garden Tomato,No Intervention
Vascular Plant,Solanum ptychanthum,Nightshade,No Intervention
Vascular Plant,Ampelopsis arborea,"Peppervine, Pepper-Vine",No Intervention
Vascular Plant,Ampelopsis cordata,Peppervine,No Intervention
Vascular Plant,Parthenocissus quinquefolia,Virginia Creeper,No Intervention
Vascular Plant,Vitis aestivalis var. aestivalis,Summer Grape,No Intervention
Vascular Plant,Vitis aestivalis var. bicolor,Summer Grape,No Intervention
Vascular Plant,Vitis cinerea var. baileyana,Graybark Grape,No Intervention
Vascular Plant,Vitis labrusca,"Fox Grape, Northern Fox Grape",No Intervention
Vascular Plant,Vitis rotundifolia,"Muscadine, Muscadine Grape",No Intervention
Vascular Plant,Vitis vulpina,"Frost Grape, Winter Grape",No Intervention
Nonvascular Plant,Andreaea rothii,Roth's Andreaea Moss,No Intervention
Nonvascular Plant,Andreaea rupestris,Andreaea Moss,No Intervention
Nonvascular Plant,Bartramia pomiformis,Bartramia Moss,No Intervention
Nonvascular Plant,Philonotis fontana,Philonotis Moss,No Intervention
Nonvascular Plant,Philonotis fontana var. pumila,Philonotis Moss,No Intervention
Nonvascular Plant,Philonotis longiseta,Philonotis Moss,No Intervention
Nonvascular Plant,Philonotis marchica,Philonotis Moss,No Intervention
Nonvascular Plant,Philonotis muehlenbergii,Muehlenberg's Philonotis Moss,No Intervention
Nonvascular Plant,Blasia pusilla,Blasia,No Intervention
Nonvascular Plant,Anomobryum filiforme,Filiform Anomobryum Moss,No Intervention
Nonvascular Plant,Bryum argenteum,Silvergreen Bryum Moss,No Intervention
Nonvascular Plant,Bryum capillare,Bryum Moss,No Intervention
Nonvascular Plant,Bryum dichotomum,Bryum Moss,No Intervention
Nonvascular Plant,Bryum gemmiparum,Bryum Moss,No Intervention
Nonvascular Plant,Bryum lisae,Bryum Moss,No Intervention
Nonvascular Plant,Bryum lisae var. cuspidatum,Bryum Moss,No Intervention
Nonvascular Plant,Bryum pallens,Bryum Moss,No Intervention
Nonvascular Plant,Bryum pseudotriquetrum,Common Green Bryum Moss,No Intervention
Nonvascular Plant,Leptobryum pyriforme,Leptobryum Moss,No Intervention
Nonvascular Plant,Mielichhoferia mielichhoferiana,Mielichhof's Copper Moss,No Intervention
Nonvascular Plant,Orthodontium pellucens,Translucent Orthodontium,No Intervention
Nonvascular Plant,Pohlia annotina,Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia cruda,Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia elongata,Elongate Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia lescuriana,Lescur's Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia longicolla,Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia nutans,Pohlia Moss,No Intervention
Nonvascular Plant,Pohlia wahlenbergii,Wahlenberg's Pohlia Moss,No Intervention
Nonvascular Plant,Rhodobryum ontariense,Ontario Rhodobryum Moss,No Intervention
Nonvascular Plant,Rhodobryum roseum,Rose Rhodobryum Moss,No Intervention
Nonvascular Plant,Mnium carolinianum,Carolina Mnium,No Intervention
Nonvascular Plant,Mnium hornum,Horn Calcareous Moss,No Intervention
Nonvascular Plant,Mnium marginatum,Olivegreen Calcareous Moss,No Intervention
Nonvascular Plant,Mnium stellare,Stellar Calcareous Moss,No Intervention
Nonvascular Plant,Mnium thomsonii,Thomson's Calcareous Moss,No Intervention
Nonvascular Plant,Plagiomnium carolinianum,Carolina Plagiomnium Moss,Species of Concern
Nonvascular Plant,Plagiomnium ciliare,Plagiomnium Moss,No Intervention
Nonvascular Plant,Plagiomnium cuspidatum,Toothed Plagiomnium Moss,No Intervention
Nonvascular Plant,Plagiomnium rostratum,Plagiomnium Moss,No Intervention
Nonvascular Plant,Rhizomnium appalachianum,Appalachian Rhizomnium Moss,No Intervention
Nonvascular Plant,Rhizomnium magnifolium,Grandleaf Rhizomnium Moss,No Intervention
Nonvascular Plant,Rhizomnium punctatum,Rhizomnium Moss,No Intervention
Nonvascular Plant,Buxbaumia aphylla,Bug-On-A-Stick,No Intervention
Nonvascular Plant,Diphyscium cumberlandianum,Cumberland Diphyscium Moss,No Intervention
Nonvascular Plant,Diphyscium foliosum,Diphyscium Moss,No Intervention
Nonvascular Plant,Trematodon longicollis,Trematodon Moss,No Intervention
Nonvascular Plant,Arctoa fulvella,Arctoa Moss,No Intervention
Nonvascular Plant,Brothera leana,Brothera Moss,No Intervention
Nonvascular Plant,Campylopus atrovirens,Campylopus Moss,No Intervention
Nonvascular Plant,Campylopus pilifer,Campylopus Moss,No Intervention
Nonvascular Plant,Campylopus tallulensis,Tallul Campylopus Moss,No Intervention
Nonvascular Plant,Dichodontium pellucidum,A Moss,No Intervention
Nonvascular Plant,Dicranella heteromalla,Dicranella Moss,No Intervention
Nonvascular Plant,Dicranella rufescens,Dicranella Moss,No Intervention
Nonvascular Plant,Dicranella varia,Dicranella Moss,No Intervention
Nonvascular Plant,Dicranodontium asperulum,Dicranodontium Moss,No Intervention
Nonvascular Plant,Dicranodontium denudatum,Denuded Dicranodontium Moss,No Intervention
Nonvascular Plant,Dicranum condensatum,Condensed Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum flagellare,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum fulvum,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum fuscescens,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum montanum,Montane Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum polysetum,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum scoparium,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum spurium,Dicranum Moss,No Intervention
Nonvascular Plant,Dicranum undulatum,Bog Broom-Moss,No Intervention
Nonvascular Plant,Dicranum viride,Dicranum Moss,No Intervention
Nonvascular Plant,Oncophorus raui,Oncophorus Moss,No Intervention
Nonvascular Plant,Oncophorus wahlenbergii,Wahlenberg's Oncophorus Moss,No Intervention
Nonvascular Plant,Paraleucobryum longifolium,Longleaf Paraleucobryum Moss,No Intervention
Nonvascular Plant,Rhabdoweisia crispata,Rhabdoweisia Moss,No Intervention
Nonvascular Plant,Ceratodon purpureus,Ceratodon Moss,No Intervention
Nonvascular Plant,Ditrichum lineare,Ditrichum Moss,No Intervention
Nonvascular Plant,Ditrichum pallidum,Pale Ditrichum Moss,No Intervention
Nonvascular Plant,Ditrichum pusillum,Ditrichum Moss,No Intervention
Nonvascular Plant,Ditrichum rhynchostegium,Ditrichum Moss,No Intervention
Nonvascular Plant,Pleuridium subulatum,Pleuridium Moss,No Intervention
Nonvascular Plant,Fissidens bryoides,Bryoid Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens bushii,Bush's Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens exilis,Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens hyalinus,Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens osmundioides,Osmund Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens subbasilaris,Fissidens Moss,No Intervention
Nonvascular Plant,Fissidens taxifolius,Fissidens Moss,No Intervention
Nonvascular Plant,Leucobryum albidum,Leucobryum Moss,No Intervention
Nonvascular Plant,Leucobryum glaucum,Leucobryum Moss,No Intervention
Nonvascular Plant,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,No Intervention
Nonvascular Plant,Funaria calvescens,Funaria Moss,No Intervention
Nonvascular Plant,Funaria flavicans,Funaria Moss,No Intervention
Nonvascular Plant,Funaria hygrometrica,Funaria Moss,No Intervention
Nonvascular Plant,Physcomitrium pyriforme,Physcomitrium Moss,No Intervention
Nonvascular Plant,Coscinodon cribrosus,Coscinodon Moss,No Intervention
Nonvascular Plant,Grimmia donniana,Donn's Dry Rock Moss,No Intervention
Nonvascular Plant,Grimmia laevigata,Grimmia Dry Rock Moss,No Intervention
Nonvascular Plant,Grimmia olneyi,Olney's Dry Rock Moss,No Intervention
Nonvascular Plant,Grimmia pilifera,Grimmia Dry Rock Moss,No Intervention
Nonvascular Plant,Racomitrium aciculare,Racomitrium Moss,No Intervention
Nonvascular Plant,Racomitrium heterostichum,Racomitrium Moss,No Intervention
Nonvascular Plant,Racomitrium microcarpon,Racomitrium Moss,No Intervention
Nonvascular Plant,Schistidium agassizii,Agassiz's Schistidium Moss,No Intervention
Nonvascular Plant,Schistidium apocarpum,Schistidium Moss,No Intervention
Nonvascular Plant,Schistidium rivulare,Streamside Schistidium Moss,No Intervention
Nonvascular Plant,Campylostelium saxicola,Campylostelium Moss,No Intervention
Nonvascular Plant,Ptychomitrium incurvum,Ptychomitrium Moss,No Intervention
Nonvascular Plant,Blindia acuta,Acute Blindia Moss,No Intervention
Nonvascular Plant,Brachydontium trichodes,Peak Moss,No Intervention
Nonvascular Plant,Seligeria recurvata,Recurved Small Limestone Moss,No Intervention
Nonvascular Plant,Hedwigia ciliata,Ciliate Hedwigia Moss,No Intervention
Nonvascular Plant,Hookeria acutifolia,Sharpleaf Hookeria Moss,No Intervention
Nonvascular Plant,Amblystegium serpens,Amblystegium Moss,No Intervention
Nonvascular Plant,Amblystegium varium,Amblystegium Moss,No Intervention
Nonvascular Plant,Campylium chrysophyllum,Goldenleaf Campylium Moss,No Intervention
Nonvascular Plant,Campylium hispidulum,Hispid Campylium Moss,No Intervention
Nonvascular Plant,Campylium polygamum,Campylium Moss,No Intervention
Nonvascular Plant,Campylium radicale,Campylium Moss,No Intervention
Nonvascular Plant,Cratoneuron filicinum,Cratoneuron Moss,No Intervention
Nonvascular Plant,Hygroamblystegium tenax,Hygroamblystegium Moss,No Intervention
Nonvascular Plant,Hygrohypnum closteri,Closter's Brook-Hypnum,No Intervention
Nonvascular Plant,Hygrohypnum eugyrium,Hygrohypnum Moss,No Intervention
Nonvascular Plant,Hygrohypnum micans,Hygrohypnum Moss,No Intervention
Nonvascular Plant,Hygrohypnum molle,Hygrohypnum Moss,No Intervention
Nonvascular Plant,Hygrohypnum ochraceum,Hygrohypnum Moss,No Intervention
Nonvascular Plant,Hygrohypnum subeugyrium,Hygrohypnum Moss,No Intervention
Nonvascular Plant,Leptodictyum riparium,Streamside Leptodictyum Moss,No Intervention
Nonvascular Plant,Platylomella lescurii,Lescur's Platylomella Moss,No Intervention
Nonvascular Plant,Anomodon attenuatus,Anomodon Moss,No Intervention
Nonvascular Plant,Anomodon minor,Anomodon Moss,No Intervention
Nonvascular Plant,Anomodon rostratus,Anomodon Moss,No Intervention
Nonvascular Plant,Anomodon rugelii,Rugel's Anomodon Moss,No Intervention
Nonvascular Plant,Anomodon viticulosus,Anomodon Moss,No Intervention
Nonvascular Plant,Haplohymenium triste,Haplohymenium Moss,No Intervention
Nonvascular Plant,Herpetineuron toccoae,Herpetineuron Moss,No Intervention
Nonvascular Plant,Brachythecium acuminatum,Acuminate Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium digastrum,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium oedipodium,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium oxycladon,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium plumosum,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium rivulare,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium rutabulum,Brachythecium Moss,No Intervention
Nonvascular Plant,Brachythecium salebrosum,Brachythecium Moss,No Intervention
Nonvascular Plant,Bryhnia graminicolor,Bryhnia Moss,No Intervention
Nonvascular Plant,Bryhnia novae-angliae,New England Bryhnia Moss,No Intervention
Nonvascular Plant,Bryoandersonia illecebra,Bryoandersonia Moss,No Intervention
Nonvascular Plant,Cirriphyllum piliferum,A Moss,No Intervention
Nonvascular Plant,Eurhynchium hians,Eurhynchium Moss,No Intervention
Nonvascular Plant,Eurhynchium pulchellum,Eurhynchium Moss,No Intervention
Nonvascular Plant,Homalotheciella subcapillata,Homalotheciella Moss,No Intervention
Nonvascular Plant,Isothecium myosuroides,Isothecium Moss,No Intervention
Nonvascular Plant,Platyhypnidium riparoides,Platyhypnidium Moss,No Intervention
Nonvascular Plant,Steerecleus serrulatus,Steerecleus Moss,No Intervention
Nonvascular Plant,Climacium americanum,American Climacium Moss,No Intervention
Nonvascular Plant,Climacium kindbergii,Kindberg's Climacium Moss,No Intervention
Nonvascular Plant,Cryphaea glomerata,Cryphaea Moss,No Intervention
Nonvascular Plant,Cryphaea nervosa,Cryphaea Moss,No Intervention
Nonvascular Plant,Entodon brevisetus,Entodon Moss,No Intervention
Nonvascular Plant,Entodon cladorrhizans,Entodon Moss,No Intervention
Nonvascular Plant,Entodon concinnus,Entodon Moss,No Intervention
Nonvascular Plant,Entodon macropodus,Entodon Moss,No Intervention
Nonvascular Plant,Entodon seductrix,Seductive Entodon Moss,No Intervention
Nonvascular Plant,Entodon sullivantii,Sullivant's Entodon Moss,No Intervention
Nonvascular Plant,Anacamptodon splachnoides,Anacamptodon Moss,No Intervention
Nonvascular Plant,Clasmatodon parvulus,Clasmatodon Moss,No Intervention
Nonvascular Plant,Fabronia ciliaris,Fabronia Moss,No Intervention
Nonvascular Plant,Fabronia ciliaris var. polycarpa,Fabronia Moss,No Intervention
Nonvascular Plant,Fontinalis dalecarlica,Fontinalis Moss,No Intervention
Nonvascular Plant,Fontinalis flaccida,Flaccid Fontinalis Moss,No Intervention
Nonvascular Plant,Fontinalis novae-angliae,New England Fontinalis Moss,No Intervention
Nonvascular Plant,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,No Intervention
Nonvascular Plant,Fontinalis sullivantii,Sullivant's Fontinalis Moss,No Intervention
Nonvascular Plant,Hylocomiastrum umbratum,Hylocomiastrum Moss,No Intervention
Nonvascular Plant,Hylocomium splendens,Splendid Feather Moss,No Intervention
Nonvascular Plant,Leptohymenium sharpii,Sharp's Leptohymenium Moss,Species of Concern
Nonvascular Plant,Loeskeobryum brevirostre,Loeskeobryum Moss,No Intervention
Nonvascular Plant,Pleurozium schreberi,Schreber's Big Red Stem Moss,No Intervention
Nonvascular Plant,Pterigynandrum sharpii,Mount Leconte Moss,No Intervention
Nonvascular Plant,Rhytidiadelphus squarrosus,Square Goose Neck Moss,No Intervention
Nonvascular Plant,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,No Intervention
Nonvascular Plant,Callicladium haldanianum,Callicladium Moss,No Intervention
Nonvascular Plant,Ctenidium malacodes,Ctenidium Moss,No Intervention
Nonvascular Plant,Ctenidium molluscum,Mollusc Ctenidium Moss,No Intervention
Nonvascular Plant,Herzogiella striatella,Herzogiella Moss,No Intervention
Nonvascular Plant,Homomallium adnatum,Homomallium Moss,No Intervention
Nonvascular Plant,Hypnum cupressiforme,Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum cupressiforme var. filiforme,Filiform Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum curvifolium,Curveleaf Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum fertile,Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum imponens,Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum lindbergii,Lindberg's Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum pallescens,Hypnum Moss,No Intervention
Nonvascular Plant,Hypnum pratense,Hypnum Moss,No Intervention
Nonvascular Plant,Isopterygiopsis muelleriana,Mueller's Isopterygiopsis Moss,No Intervention
Nonvascular Plant,Platydictya confervoides,Platydictya Moss,No Intervention
Nonvascular Plant,Pseudotaxiphyllum distichaceum,Pseudotaxiphyllum Moss,No Intervention
Nonvascular Plant,Pseudotaxiphyllum elegans,Elegant Pseudotaxiphyllum Moss,No Intervention
Nonvascular Plant,Ptilium crista-castrensis,Knights Plume Moss,No Intervention
Nonvascular Plant,Pylaisiella intricata,Intricate Pylaisiella Moss,No Intervention
Nonvascular Plant,Pylaisiella polyantha,Pylaisiella Moss,No Intervention
Nonvascular Plant,Pylaisiella selwynii,Selwyn's Pylaisiella Moss,No Intervention
Nonvascular Plant,Taxiphyllum deplanatum,Taxiphyllum Moss,No Intervention
Nonvascular Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,No Intervention
Nonvascular Plant,Forsstroemia trichomitria,Forsstroemia Moss,No Intervention
Nonvascular Plant,Bryohaplocladium microphyllum,Bryohaplocladium Moss,No Intervention
Nonvascular Plant,Bryohaplocladium virginianum,Virginia Bryohaplocladium Moss,No Intervention
Nonvascular Plant,Leskea gracilescens,Leskea Moss,No Intervention
Nonvascular Plant,Leskea obscura,Leskea Moss,No Intervention
Nonvascular Plant,Leskeella nervosa,Leskeella,No Intervention
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,No Intervention
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,No Intervention
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,No Intervention
Nonvascular Plant,Schwetschkeopsis fabronia,Schwetschkeopsis Moss,No Intervention
Nonvascular Plant,Homalia trichomanoides,Homalia Moss,No Intervention
Nonvascular Plant,Neckera complanata,Neckera Moss,No Intervention
Nonvascular Plant,Neckera pennata,Neckera Moss,No Intervention
Nonvascular Plant,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,No Intervention
Nonvascular Plant,Plagiothecium cavifolium,Plagiothecium Moss,No Intervention
Nonvascular Plant,Plagiothecium denticulatum,Toothed Plagiothecium Moss,No Intervention
Nonvascular Plant,Plagiothecium laetum,Plagiothecium Moss,No Intervention
Nonvascular Plant,Heterocladium macounii,Macoun's Heterocladium Moss,No Intervention
Nonvascular Plant,Myurella sibirica,Siberian Myurella Moss,No Intervention
Nonvascular Plant,Pterigynandrum filiforme,Pterigynandrum Moss,No Intervention
Nonvascular Plant,Isopterygium tenerum,Isopterygium Moss,No Intervention
Nonvascular Plant,Platygyrium repens,Platygyrium Moss,No Intervention
Nonvascular Plant,Pylaisiadelpha tenuirostris,Pylaisiadelpha Moss,No Intervention
Nonvascular Plant,Brotherella recurvans,Recurved Brotherella Moss,No Intervention
Nonvascular Plant,Heterophyllium affine,Heterophyllium Moss,No Intervention
Nonvascular Plant,Sematophyllum adnatum,Sematophyllum Moss,No Intervention
Nonvascular Plant,Sematophyllum demissum,Sematophyllum Moss,No Intervention
Nonvascular Plant,Sematophyllum marylandicum,Maryland Sematophyllum Moss,No Intervention
Nonvascular Plant,Thelia hirtella,Thelia Moss,No Intervention
Nonvascular Plant,Abietinella abietina,Abietinella Moss,No Intervention
Nonvascular Plant,Cyrto-hypnum minutulum,Cyrto-Hypnum Moss,No Intervention
Nonvascular Plant,Cyrto-hypnum pygmaeum,Pygmy Cyrto-Hypnum Moss,No Intervention
Nonvascular Plant,Rauiella scita,Rauiella Moss,No Intervention
Nonvascular Plant,Thuidium allenii,Allen's Thuidium Moss,No Intervention
Nonvascular Plant,Thuidium delicatulum,Delicate Thuidium Moss,No Intervention
Nonvascular Plant,Thuidium recognitum,Thuidium Moss,No Intervention
Nonvascular Plant,Acrobolbus ciliatus,Acrobolbus,No Intervention
Nonvascular Plant,Calypogeja muelleriana,Mªller's Calypogeja,No Intervention
Nonvascular Plant,Calypogeja muelleriana ssp. blomquistii,Blomquist's Calypogeja,No Intervention
Nonvascular Plant,Calypogeja neesiana,Nees' Calypogeja,No Intervention
Nonvascular Plant,Calypogeja peruviana,Peruvian Calypogeja,No Intervention
Nonvascular Plant,Calypogeja sphagnicola,Sphagnum Calypogeja,No Intervention
Nonvascular Plant,Calypogeja sullivantii,Sullivant's Calypogeja,No Intervention
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,No Intervention
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,No Intervention
